,Arizona Cardinals,Atlanta Falcons,Baltimore Ravens,Buffalo Bills,Carolina Panthers,Chicago Bears,Cincinnati Bengals,Cleveland Browns,Dallas Cowboys,Denver Broncos,Detroit Lions,Green Bay Packers,Houston Texans,Indianapolis Colts,Jacksonville Jaguars,Kansas City Chiefs,Los Angeles Chargers,Los Angeles Rams,Miami Dolphins,Minnesota Vikings,New England Patriots,New Orleans Saints,New York Giants,New York Jets,Oakland Raiders,Philadelphia Eagles,Pittsburgh Steelers,San Francisco 49ers,Seattle Seahawks,Tampa Bay Buccaneers,Tennessee Titans,Washington Redskins
0,0.581301478368915,0.42150324765525726,0.8743442268185462,0.6131368201531431,0.24448111792880314,0.3773498042127379,0.19437230595634977,0.20076000891310175,0.7721286734685839,0.6240017586176672,0.41869852163108506,0.6226501957872621,0.3300309860965169,0.525880930891169,0.12377068106893543,0.8762293189310646,0.4741190691088309,0.7555188820711969,0.1256557731814538,0.5784967523447427,0.6466688423256146,0.6699690139034832,0.22787132653141615,0.3868631798468569,0.37599824138233284,0.7992399910868982,0.35333115767438533,0.7129021574054539,0.8056276940436502,0.287097842594546,0.7992399910868982,0.20076000891310175
1,0.15546047176996494,0.5129491448928637,0.8445395282300351,0.7392202541406678,0.33258157812677697,0.5615679389736461,0.12885220159544447,0.45836229728523653,0.8047246934992595,0.43843206102635396,0.3612622508882752,0.5244454611206615,0.6838163141936586,0.2674927102443324,0.3161836858063414,0.8774725143294195,0.6387377491117249,0.37061145278249774,0.1899048413952433,0.47555453887933863,0.8100951586047567,0.6293885472175023,0.2607797458593321,0.5416377027147634,0.12252748567058044,0.48705085510713625,0.4243130476235704,0.8711477984045555,0.5756869523764296,0.667418421873223,0.7325072897556676,0.19527530650074057
2,0.5530468951694625,0.6104024220946891,0.44268836623770724,0.7533860777856145,0.4469531048305375,0.7936407431881689,0.24661392221438547,0.2800809940528481,0.7358774441014764,0.3211830802052434,0.25526959313496533,0.6788169197947567,0.6212967231224545,0.389597577905311,0.1998379440848642,0.5573116337622928,0.3787032768775454,0.7199190059471519,0.2641225558985236,0.7607960909891424,0.7436345220073278,0.6320700121000735,0.28357630589706123,0.25636547799267223,0.23920390901085772,0.7447304068650347,0.31122643133128686,0.6887735686687132,0.3679299878999264,0.7164236941029388,0.8001620559151359,0.20635925681183112
3,0.2882774756572447,0.36392310031211805,0.8482810687127118,0.35333115767438533,0.2789217568024399,0.40060320329074317,0.24661392221438547,0.15171893128728828,0.33900090875364175,0.6212967231224545,0.09528246971781763,0.6145013610085578,0.7210782431975601,0.596629173305774,0.3787032768775454,0.9047175302821824,0.6199413590445233,0.6062878237854281,0.3800586409554767,0.5993967967092568,0.6466688423256146,0.6609990912463583,0.5487743358597419,0.0,0.403370826694226,0.3854986389914422,0.7533860777856145,0.0,0.7117225243427553,0.3937121762145718,0.6360768996878818,0.4512256641402582
4,0.626699081666732,0.5143871841659987,0.7490830628775357,0.31992932426277854,0.4555054269169921,0.6800706757372215,0.373300918333268,0.19437230595634977,0.3937121762145718,0.554469374021676,0.0,0.6062878237854281,0.48561281583400134,0.17118235224572423,0.544494573083008,0.8288176477542757,0.44553062597832394,0.502878199574811,0.0,0.8255259873611817,0.8631931113967899,0.7233878694391705,0.17447401263881834,0.35333115767438533,0.31992932426277854,0.6466688423256146,0.2509169371224644,0.8056276940436502,0.4971218004251891,0.27661213056082945,0.6800706757372215,0.13680688860321
5,0.31122643133128686,0.6887735686687132,0.9011868291216677,0.0,0.33258157812677697,0.0,0.0988131708783323,0.28240827680846853,0.654519994382466,0.29064536940123664,0.17697537107826786,0.8230246289217321,0.2340053292335112,0.0,0.18551641249528777,0.7659946707664889,0.41171002813683716,0.38277496909505365,0.596629173305774,0.5910755963149433,0.8383969073869433,0.8144835875047122,0.16160309261305672,0.34548000561753406,0.0,0.4089244036850566,0.5882899718631628,0.6172250309049463,0.7175917231915314,0.667418421873223,0.7093546305987634,0.403370826694226
6,0.6090326034042396,0.469815319996098,0.6875382482123418,0.6997694032620582,0.0,0.3236983305072631,0.38141587791096926,0.0,0.5086338358210827,0.18814000166621347,0.19168232745054142,0.7781484542191325,0.596629173305774,0.403370826694226,0.6185841220890307,0.8118599983337865,0.24768500639431762,0.5301846800039021,0.3002305967379419,0.8083176725494586,0.7436345220073278,0.676301669492737,0.39096739659576046,0.25636547799267223,0.22185154578086755,0.4913661641789174,0.0,0.8841193563384137,0.3124617517876582,0.0,0.7523149936056823,0.1158806436615864
7,0.19079200251416192,0.4726840269935071,0.0,0.4640840730548977,0.16713730973962054,0.6145013610085578,0.19257581832872078,0.22585202229816936,0.0,0.5287505638922686,0.5287505638922686,0.32875941918416823,0.6863002576833125,0.4712494361077314,0.4569335079777882,0.6712405808158318,0.3854986389914422,0.8074241816712792,0.3002305967379419,0.8519483458525737,0.7741479777018306,0.809207997485838,0.4712494361077314,0.5430664920222119,0.3136997423166875,0.5359159269451023,0.6997694032620582,0.8328626902603795,0.527315973006493,0.29541540733727906,0.704584592662721,0.14805165414742621
8,0.19891906017105437,0.0,0.6199413590445233,0.7751528656496841,0.17282198303686044,0.4913661641789174,0.0,0.3800586409554767,0.7721286734685839,0.6199413590445233,0.42994717641601177,0.7245382428425361,0.6838163141936586,0.43701527189640416,0.3161836858063414,0.6924633925795177,0.27546175715746396,0.0,0.4047569603484281,0.3075366074204823,0.3800586409554767,0.0,0.22787132653141615,0.5952430396515719,0.5700528235839882,0.5086338358210827,0.5629847281035958,0.8010809398289457,0.6035363185261781,0.39646368147382194,0.8271780169631395,0.2248471343503159
9,0.38141587791096926,0.34288131351292145,0.9011868291216677,0.6519120398746636,0.19437230595634977,0.7381090325404187,0.0988131708783323,0.34808796012533627,0.41729811503576986,0.0,0.2618909674595814,0.8056276940436502,0.0,0.6440338538222926,0.0,0.6387377491117249,0.5714631174083814,0.5784967523447427,0.35596614617770733,0.5827018849642301,0.0,0.6571186864870786,0.35860988804438204,0.641390111955618,0.4285368825916186,0.0,0.42150324765525726,0.6199413590445233,0.3800586409554767,0.6185841220890307,0.3612622508882752,0.0
10,0.19891906017105437,0.7325072897556676,0.7222345336491706,0.6997694032620582,0.2674927102443324,0.4483764526890395,0.384135895746244,0.34808796012533627,0.7512407935337106,0.34288131351292145,0.2487592064662893,0.0,0.2777654663508294,0.5938553852361779,0.4061446147638222,0.8430219644140362,0.15697803558596385,0.5516235473109605,0.3002305967379419,0.6571186864870786,0.6131368201531431,0.7233878694391705,0.0,0.6850596089933503,0.615864104253756,0.3868631798468569,0.6519120398746636,0.8010809398289457,0.0,0.27661213056082945,0.0,0.3149403910066497
11,0.0,0.577092475825329,0.6850596089933503,0.5344839447268315,0.16004930536524656,0.7597469266479578,0.24661392221438547,0.554469374021676,0.3950870979920432,0.46551605527316847,0.577092475825329,0.4540780772195163,0.596629173305774,0.403370826694226,0.1998379440848642,0.0,0.0,0.3149403910066497,0.44553062597832394,0.0,0.6049129020079569,0.8399506946347535,0.2402530733520421,0.5459219227804837,0.4540780772195163,0.45979177167625435,0.7533860777856145,0.5459219227804837,0.5402082283237456,0.422907524174671,0.8001620559151359,0.422907524174671
12,0.2859210974146497,0.34288131351292145,0.5742802036545245,0.4555054269169921,0.6049129020079569,0.7381090325404187,0.34158547908308745,0.34808796012533627,0.544494573083008,0.554469374021676,0.2618909674595814,0.8391753178526756,0.3854986389914422,0.2674927102443324,0.373300918333268,0.8774725143294195,0.44553062597832394,0.7140789025853503,0.27089003710224746,0.5516235473109605,0.6145013610085578,0.6571186864870786,0.1608246821473244,0.6584145209169125,0.12252748567058044,0.7291099628977525,0.6519120398746636,0.42571979634547563,0.4483764526890395,0.626699081666732,0.7325072897556676,0.3950870979920432
13,0.3546475495606176,0.7325072897556676,0.7490830628775357,0.2509169371224644,0.2674927102443324,0.4827374755676238,0.3800586409554767,0.6199413590445233,0.5172625244323762,0.43135860811633236,0.19168232745054142,0.8638714763418578,0.5686413918836677,0.46551605527316847,0.43135860811633236,0.672509643334985,0.5686413918836677,0.502878199574811,0.4047569603484281,0.8083176725494586,0.32749035666501497,0.5129491448928637,0.2340053292335112,0.5952430396515719,0.19800335588556686,0.7659946707664889,0.6453524504393825,0.48705085510713625,0.4971218004251891,0.5344839447268315,0.8019966441144332,0.13612852365814215
14,0.5071950817090514,0.3546475495606176,0.8255259873611817,0.5,0.24661392221438547,0.3773498042127379,0.15171893128728828,0.49280491829094863,0.46551605527316847,0.18814000166621347,0.3075366074204823,0.6226501957872621,0.3507050528890364,0.24983651817135802,0.502878199574811,0.8118599983337865,0.29541540733727906,0.5344839447268315,0.5487743358597419,0.704584592662721,0.8482810687127118,0.750163481828642,0.4512256641402582,0.17447401263881834,0.4971218004251891,0.7992399910868982,0.5,0.6453524504393825,0.7533860777856145,0.6924633925795177,0.6492949471109635,0.20076000891310175
15,0.2882774756572447,0.6961287704295998,0.8482810687127118,0.35333115767438533,0.36392310031211805,0.22888573931240266,0.4327711556570478,0.15171893128728828,0.5086338358210827,0.6875382482123418,0.3124617517876582,0.5244454611206615,0.5629847281035958,0.6360768996878818,0.3038712295704002,0.7711142606875975,0.5714631174083814,0.38277496909505365,0.5672288443429522,0.47555453887933863,0.6466688423256146,0.5230095872975623,0.5487743358597419,0.3868631798468569,0.4285368825916186,0.4913661641789174,0.6131368201531431,0.6172250309049463,0.7117225243427553,0.43701527189640416,0.4769904127024377,0.4512256641402582
16,0.2859210974146497,0.577092475825329,0.7490830628775357,0.6131368201531431,0.16004930536524656,0.40060320329074317,0.3800586409554767,0.6199413590445233,0.8047246934992595,0.6240017586176672,0.17697537107826786,0.8230246289217321,0.3507050528890364,0.5938553852361779,0.4061446147638222,0.8430219644140362,0.15697803558596385,0.7140789025853503,0.1899048413952433,0.5993967967092568,0.8100951586047567,0.8399506946347535,0.2340053292335112,0.3868631798468569,0.37599824138233284,0.7659946707664889,0.2509169371224644,0.6199413590445233,0.3800586409554767,0.422907524174671,0.6492949471109635,0.19527530650074057
